Class,Method,Inferred Type,Original Type,Source Code,Comments
TZInfo::CountryTimezone,initialize,"(TZInfo::TimezoneOffset, Number, Number, ?TZInfo::TimezoneOffset) -> self","(String, Number, Number, String) -> self","def initialize(identifier, latitude, longitude, description = nil)
      @identifier = identifier.freeze
      @latitude = latitude
      @longitude = longitude
      @description = description && description.freeze
    end"
TZInfo::CountryTimezone,timezone,() -> TZInfo::TimezoneProxy,() -> Timezone,"def timezone
      Timezone.get_proxy(@identifier)
    end"
TZInfo::CountryTimezone,description_or_friendly_identifier,() -> String,() -> String,"def description_or_friendly_identifier
      description || timezone.friendly_identifier(true)
    end"
TZInfo::CountryTimezone,==,(([ description: () -> XXX ] and [ identifier: () -> XXX ] and [ kind_of?: (Class) -> XXX ] and [ latitude: () -> XXX ] and [ longitude: () -> XXX ])) -> (false or true),(Object) -> (false or true),"def ==(ct)
      ct.kind_of?(CountryTimezone) &&
        identifier == ct.identifier  && latitude == ct.latitude &&
        longitude == ct.longitude   && description == ct.description
    end"
TZInfo::CountryTimezone,eql?,(([ description: () -> XXX ] and [ identifier: () -> XXX ] and [ kind_of?: (Class) -> XXX ] and [ latitude: () -> XXX ] and [ longitude: () -> XXX ])) -> (false or true),(Object) -> (false or true),"def eql?(ct)
      self == ct
    end"
TZInfo::CountryTimezone,hash,() -> Number,() -> Number,"def hash
      [@identifier, @latitude, @longitude, @description].hash
    end"
TZInfo::LinkedTimezone,initialize,([ link_to_identifier: () -> XXX ]) -> self,(TZInfo::DataSources::LinkedTimezoneInfo) -> self,"def initialize(info)
      super
      @linked_timezone = Timezone.get(info.link_to_identifier)
    end"
TZInfo::LinkedTimezone,period_for,(Number) -> TZInfo::TransitionsTimezonePeriod,(Object) -> TimezonePeriod,"def period_for(time)
      @linked_timezone.period_for(time)
    end"
TZInfo::LinkedTimezone,periods_for_local,(Number) -> Array<XXX>,(Object) -> Array<TimezonePeriod>,"def periods_for_local(local_time)
      @linked_timezone.periods_for_local(local_time)
    end"
TZInfo::LinkedTimezone,transitions_up_to,"(TZInfo::TimezoneOffset, ?TZInfo::TimezoneOffset) -> Array<XXX>","(Object, Object) -> Array<TimezoneTransition>","def transitions_up_to(to, from = nil)
      @linked_timezone.transitions_up_to(to, from)
    end"
TZInfo::LinkedTimezone,canonical_zone,() -> String,() -> Timezone,"def canonical_zone
      @linked_timezone.canonical_zone
    end"
TZInfo::TransitionsTimezonePeriod,initialize,"(TZInfo::TimezoneTransition, TZInfo::TimezoneTransition) -> self","(TimezoneTransition, TimezoneTransition) -> self","def initialize(start_transition, end_transition)
      if start_transition
        super(start_transition.offset)
      elsif end_transition
        super(end_transition.previous_offset)
      else
        raise ArgumentError, 'At least one of start_transition and end_transition must be specified'
      end

      @start_transition = start_transition
      @end_transition = end_transition
    end"
TZInfo::TransitionsTimezonePeriod,==,(([ end_transition: () -> XXX ] and [ kind_of?: (Class) -> XXX ] and [ start_transition: () -> XXX ])) -> (false or true),(Object) -> (false or true),"def ==(p)
      p.kind_of?(TransitionsTimezonePeriod) && start_transition == p.start_transition && end_transition == p.end_transition
    end"
TZInfo::TransitionsTimezonePeriod,hash,() -> Number,() -> Number,"def hash
      [@start_transition, @end_transition].hash
    end"
TZInfo::TransitionsTimezonePeriod,inspect,() -> String,() -> String,"def inspect
      ""#<#{self.class}: @start_transition=#{@start_transition.inspect}, @end_transition=#{@end_transition.inspect}>""
    end"
TZInfo::TimezoneOffset,initialize,"(Number, Number, String) -> self","(Number, Number, String) -> self","def initialize(base_utc_offset, std_offset, abbreviation)
      @base_utc_offset = base_utc_offset
      @std_offset = std_offset
      @abbreviation = abbreviation.freeze

      @observed_utc_offset = @base_utc_offset + @std_offset
    end"
TZInfo::TimezoneOffset,dst?,() -> (false or true),() -> (false or true),"def dst?
      @std_offset != 0
    end"
TZInfo::TimezoneOffset,==,(([ abbreviation: () -> XXX ] and [ base_utc_offset: () -> XXX ] and [ kind_of?: (Class) -> XXX ] and [ std_offset: () -> XXX ])) -> (false or true),(Object) -> (false or true),"def ==(toi)
      toi.kind_of?(TimezoneOffset) &&
        base_utc_offset == toi.base_utc_offset && std_offset == toi.std_offset && abbreviation == toi.abbreviation
    end"
TZInfo::TimezoneOffset,eql?,(([ abbreviation: () -> XXX ] and [ base_utc_offset: () -> XXX ] and [ kind_of?: (Class) -> XXX ] and [ std_offset: () -> XXX ])) -> (false or true),(Object) -> (false or true),"def eql?(toi)
      self == toi
    end"
TZInfo::TimezoneOffset,hash,() -> Number,() -> Number,"def hash
      [@base_utc_offset, @std_offset, @abbreviation].hash
    end"
TZInfo::TimezoneOffset,inspect,() -> String,() -> String,"def inspect
      ""#<#{self.class}: @base_utc_offset=#{@base_utc_offset}, @std_offset=#{@std_offset}, @abbreviation=#{@abbreviation}>""
    end"
TZInfo::Timezone,identifier,() -> String,() -> String,"def identifier
      raise_unknown_timezone
    end"
TZInfo::Timezone,name,() -> String,() -> String,"def name
      # Don't use alias, as identifier gets overridden.
      identifier
    end"
TZInfo::Timezone,to_s,() -> String,() -> String,"def to_s
      friendly_identifier
    end"
TZInfo::Timezone,inspect,() -> String,() -> String,"def inspect
      ""#<#{self.class}: #{identifier}>""
    end"
TZInfo::Timezone,friendly_identifier,(?XXX) -> String,((false or true)) -> String,"def friendly_identifier(skip_first_part = false)
      id = identifier
      id = id.encode(Encoding::UTF_8) unless id.encoding.ascii_compatible?
      parts = id.split('/')
      if parts.empty?
        # shouldn't happen
        identifier
      elsif parts.length == 1
        parts[0]
      else
        prefix = skip_first_part ? nil : ""#{parts[0]} - ""

        parts = parts.drop(1).map do |part|
          part.gsub!(/_/, ' ')

          if part.index(/[a-z]/)
            # Missing a space if a lower case followed by an upper case and the
            # name isn't McXxxx.
            part.gsub!(/([^M][a-z])([A-Z])/, '\1 \2')
            part.gsub!(/([M][a-bd-z])([A-Z])/, '\1 \2')

            # Missing an apostrophe if two consecutive upper case characters.
            part.gsub!(/([A-Z])([A-Z])/, '\1\'\2')
          end

          part
        end

        ""#{prefix}#{parts.reverse.join(', ')}""
      end
    end"
TZInfo::Timezone,period_for,(XXX) -> TZInfo::OffsetTimezonePeriod,(Object) -> TimezonePeriod,"def period_for(time)
      raise_unknown_timezone
    end"
TZInfo::Timezone,periods_for_local,(XXX) -> XXX,(Object) -> Array<TimezonePeriod>,"def periods_for_local(local_time)
      raise_unknown_timezone
    end"
TZInfo::Timezone,transitions_up_to,"(TZInfo::TimezoneOffset, ?TZInfo::TimezoneOffset) -> String","(Object, Object) -> Array<TimezoneTransition>","def transitions_up_to(to, from = nil)
      raise_unknown_timezone
    end"
TZInfo::Timezone,canonical_zone,() -> XXX,() -> Timezone,"def canonical_zone
      raise_unknown_timezone
    end"
TZInfo::Timezone,period_for_utc,(([ respond_to?: (:subsec) -> XXX ] and [ respond_to?: (:to_i) -> XXX ] and [ respond_to?: (:utc_offset) -> XXX ] and [ to_i: () -> Number ] and [ utc_offset: () -> XXX ])) -> TZInfo::OffsetTimezonePeriod,(Object) -> TimezonePeriod,"def period_for_utc(utc_time)
      raise ArgumentError, 'utc_time must be specified' unless utc_time
      period_for(Timestamp.for(utc_time, :treat_as_utc))
    end"
TZInfo::Timezone,period_for_local,"(([ respond_to?: (:subsec) -> XXX ] and [ respond_to?: (:to_i) -> XXX ] and [ respond_to?: (:utc_offset) -> XXX ] and [ strftime: (String) -> XXX ] and [ to_i: () -> Number ] and [ utc_offset: () -> XXX ]), ?Array<TZInfo::CountryTimezone>) { ((XXX or XXX)) -> XXX } -> TZInfo::OffsetTimezonePeriod","(Object, (false or true)) -> TimezonePeriod","def period_for_local(local_time, dst = Timezone.default_dst)
      raise ArgumentError, 'local_time must be specified' unless local_time
      local_time = Timestamp.for(local_time, :ignore)
      results = periods_for_local(local_time)

      if results.empty?
        raise PeriodNotFound, ""#{local_time.strftime('%Y-%m-%d %H:%M:%S')} is an invalid local time.""
      elsif results.size < 2
        results.first
      else
        # ambiguous result try to resolve

        if !dst.nil?
          matches = results.find_all {|period| period.dst? == dst}
          results = matches if !matches.empty?
        end

        if results.size < 2
          results.first
        else
          # still ambiguous, try the block

          if block_given?
            results = yield results
          end

          if results.is_a?(TimezonePeriod)
            results
          elsif results && results.size == 1
            results.first
          else
            raise AmbiguousTime, ""#{local_time.strftime('%Y-%m-%d %H:%M:%S')} is an ambiguous local time.""
          end
        end
      end
    end"
TZInfo::Timezone,to_local,(([ respond_to?: (:subsec) -> XXX ] and [ respond_to?: (:to_i) -> XXX ] and [ respond_to?: (:utc_offset) -> XXX ] and [ to_i: () -> Number ] and [ utc_offset: () -> XXX ])) -> TZInfo::Timestamp,(Object) -> Object,"def to_local(time)
      raise ArgumentError, 'time must be specified' unless time

      Timestamp.for(time) do |ts|
        TimestampWithOffset.set_timezone_offset(ts, period_for(ts).offset)
      end
    end"
TZInfo::Timezone,utc_to_local,(([ respond_to?: (:subsec) -> XXX ] and [ respond_to?: (:to_i) -> XXX ] and [ respond_to?: (:utc_offset) -> XXX ] and [ to_i: () -> Number ] and [ utc_offset: () -> XXX ])) -> TZInfo::Timestamp,(Object) -> Object,"def utc_to_local(utc_time)
      raise ArgumentError, 'utc_time must be specified' unless utc_time

      Timestamp.for(utc_time, :treat_as_utc) do |ts|
        to_local(ts)
      end
    end"
TZInfo::Timezone,local_to_utc,"(([ respond_to?: (:subsec) -> XXX ] and [ respond_to?: (:to_i) -> XXX ] and [ respond_to?: (:utc_offset) -> XXX ] and [ to_i: () -> Number ] and [ utc_offset: () -> XXX ]), ?Array<TZInfo::CountryTimezone>) { (XXX) -> XXX } -> TZInfo::Timestamp","(Object, (false or true)) -> Object","def local_to_utc(local_time, dst = Timezone.default_dst)
      raise ArgumentError, 'local_time must be specified' unless local_time

      Timestamp.for(local_time, :ignore) do |ts|
        period = if block_given?
          period_for_local(ts, dst) {|periods| yield periods }
        else
          period_for_local(ts, dst)
        end

        ts.add_and_set_utc_offset(-period.observed_utc_offset, :utc)
      end
    end"
TZInfo::Timezone,local_time,"(Number, ?Number, ?Number, ?Number, ?Number, ?Number, ?Number, ?Array<TZInfo::CountryTimezone>) { XXX } -> String","(Number, Number, Number, Number, Number, Number, Number, (false or true)) -> TimeWithOffset","def local_time(year, month = 1, day = 1, hour = 0, minute = 0, second = 0, sub_second = 0, dst = Timezone.default_dst, &block)
      local_timestamp(year, month, day, hour, minute, second, sub_second, dst, &block).to_time
    end"
TZInfo::Timezone,local_datetime,"(Number, ?Number, ?Number, ?Number, ?Number, ?Number, ?Number, ?Array<TZInfo::CountryTimezone>) { XXX } -> String","(Number, Number, Number, Number, Number, Number, Number, (false or true)) -> DateTimeWithOffset","def local_datetime(year, month = 1, day = 1, hour = 0, minute = 0, second = 0, sub_second = 0, dst = Timezone.default_dst, &block)
      local_timestamp(year, month, day, hour, minute, second, sub_second, dst, &block).to_datetime
    end"
TZInfo::Timezone,local_timestamp,"(Number, ?Number, ?Number, ?Number, ?Number, ?Number, ?Number, ?Array<TZInfo::CountryTimezone>) { XXX } -> TZInfo::TimestampWithOffset","(Number, Number, Number, Number, Number, Number, Number, (false or true)) -> TimestampWithOffset","def local_timestamp(year, month = 1, day = 1, hour = 0, minute = 0, second = 0, sub_second = 0, dst = Timezone.default_dst, &block)
      ts = Timestamp.create(year, month, day, hour, minute, second, sub_second)
      timezone_offset = period_for_local(ts, dst, &block).offset
      utc_offset = timezone_offset.observed_utc_offset
      TimestampWithOffset.new(ts.value - utc_offset, sub_second, utc_offset).set_timezone_offset(timezone_offset)
    end"
TZInfo::Timezone,canonical_identifier,() -> String,() -> String,"def canonical_identifier
      canonical_zone.identifier
    end"
TZInfo::Timezone,now,() -> TZInfo::Timestamp,() -> TimeWithOffset,"def now
      to_local(Time.now)
    end"
TZInfo::Timezone,current_period,() -> TZInfo::OffsetTimezonePeriod,() -> TimezonePeriod,"def current_period
      period_for(Time.now)
    end"
TZInfo::Timezone,current_time_and_period,"() -> [TZInfo::Timestamp, (XXX or nil)]",() -> Array,"def current_time_and_period
      period = nil

      local_time = Timestamp.for(Time.now) do |ts|
        period = period_for(ts)
        TimestampWithOffset.set_timezone_offset(ts, period.offset)
      end

      [local_time, period]
    end"
TZInfo::Timezone,strftime,"(Number, ?([ respond_to?: (:subsec) -> XXX ] and [ respond_to?: (:to_i) -> XXX ] and [ respond_to?: (:utc_offset) -> XXX ] and [ to_i: () -> Number ] and [ utc_offset: () -> XXX ])) -> String","(String, Object) -> String","def strftime(format, time = Time.now)
      to_local(time).strftime(format)
    end"
TZInfo::Timezone,abbreviation,(?XXX) -> String,(Object) -> String,"def abbreviation(time = Time.now)
      period_for(time).abbreviation
    end"
TZInfo::Timezone,dst?,(?XXX) -> (false or true),(Object) -> (false or true),"def dst?(time = Time.now)
      period_for(time).dst?
    end"
TZInfo::Timezone,base_utc_offset,(?XXX) -> String,(Object) -> Number,"def base_utc_offset(time = Time.now)
      period_for(time).base_utc_offset
    end"
TZInfo::Timezone,observed_utc_offset,(?XXX) -> String,(Object) -> Number,"def observed_utc_offset(time = Time.now)
      period_for(time).observed_utc_offset
    end"
TZInfo::Timezone,<=>,(([ identifier: () -> XXX ] and [ is_a?: (Class) -> XXX ])) -> Number,(Object) -> Number,"def <=>(tz)
      return nil unless tz.is_a?(Timezone)
      identifier <=> tz.identifier
    end"
TZInfo::Timezone,eql?,(XXX) -> (false or true),(Object) -> (false or true),"def eql?(tz)
      self == tz
    end"
TZInfo::Timezone,hash,() -> Number,() -> Number,"def hash
      identifier.hash
    end"
TZInfo::Timezone,=~,([ =~: (XXX) -> XXX ]) -> XXX,(Regexp) -> Number,"def =~(regexp)
      regexp =~ identifier
    end"
TZInfo::Timezone,_dump,(TZInfo::TimezoneOffset) -> String,(Number) -> String,"def _dump(limit)
      identifier
    end"
TZInfo::Timezone,raise_unknown_timezone,() -> XXX,() -> %bot,"def raise_unknown_timezone
      raise UnknownTimezone, 'TZInfo::Timezone should not be constructed directly (use TZInfo::Timezone.get instead)'
    end"
TZInfo::TimezoneProxy,initialize,(TZInfo::TimezoneOffset) -> self,(String) -> self,"def initialize(identifier)
      super()
      @identifier = identifier
      @real_timezone = nil
    end"
TZInfo::TimezoneProxy,identifier,() -> TZInfo::TimezoneOffset,() -> String,"def identifier
      @real_timezone ? @real_timezone.identifier : @identifier
    end"
TZInfo::TimezoneProxy,period_for,(Number) -> TZInfo::TransitionsTimezonePeriod,(Object) -> TimezonePeriod,"def period_for(time)
      real_timezone.period_for_utc(time)
    end"
TZInfo::TimezoneProxy,periods_for_local,(Number) -> Array<XXX>,(Object) -> Array<TimezonePeriod>,"def periods_for_local(local_time)
      real_timezone.periods_for_local(local_time)
    end"
TZInfo::TimezoneProxy,transitions_up_to,"(TZInfo::TimezoneOffset, ?TZInfo::TimezoneOffset) -> Array<XXX>","(Object, Object) -> Array<TimezoneTransition>","def transitions_up_to(to, from = nil)
      real_timezone.transitions_up_to(to, from)
    end"
TZInfo::TimezoneProxy,canonical_zone,() -> String,() -> Timezone,"def canonical_zone
      real_timezone.canonical_zone
    end"
TZInfo::TimezoneProxy,_dump,(TZInfo::TimezoneOffset) -> TZInfo::TimezoneOffset,(Number) -> String,"def _dump(limit)
      identifier
    end"
TZInfo::TimezoneProxy,real_timezone,() -> nil,() -> Timezone,"def real_timezone
      # Thread-safety: It is possible that the value of @real_timezone may be
      # calculated multiple times in concurrently executing threads. It is not
      # worth the overhead of locking to ensure that @real_timezone is only
      # calculated once.
      unless @real_timezone
        result = Timezone.get(@identifier)
        return result if frozen?
        @real_timezone = result
      end

      @real_timezone
    end"
TZInfo::Timestamp,utc?,() -> (false or nil or true),() -> (false or true),"def utc?
      @utc
    end"
TZInfo::Timestamp,add_and_set_utc_offset,"(Number, ([ !=: (:utc) -> XXX ] and [ ==: ((:utc or XXX)) -> (false or true) ] and [ kind_of?: (Class) -> XXX ])) -> Object","(Number, Object) -> Timestamp","def add_and_set_utc_offset(seconds, utc_offset)
      raise ArgumentError, 'seconds must be an Integer' unless seconds.kind_of?(Integer)
      raise ArgumentError, 'utc_offset must be an Integer, :utc or nil' if utc_offset && utc_offset != :utc && !utc_offset.kind_of?(Integer)
      return self if seconds == 0 && utc_offset == (@utc ? :utc : @utc_offset)
      Timestamp.send(:new!, @value + seconds, @sub_second, utc_offset)
    end"
TZInfo::Timestamp,utc,() -> Object,() -> Timestamp,"def utc
      return self if @utc
      Timestamp.send(:new!, @value, @sub_second, :utc)
    end"
TZInfo::Timestamp,to_time,() -> XXX,() -> Time,"def to_time
      time = new_time

      if @utc_offset && !@utc
        time.localtime(@utc_offset)
      else
        time.utc
      end
    end"
TZInfo::Timestamp,to_datetime,() -> XXX,() -> DateTime,"def to_datetime
      new_datetime
    end"
TZInfo::Timestamp,to_i,() -> Number,() -> Number,"def to_i
      value
    end"
TZInfo::Timestamp,strftime,(XXX) -> String,(String) -> String,"def strftime(format)
      raise ArgumentError, 'format must be specified' unless format
      to_time.strftime(format)
    end"
TZInfo::Timestamp,to_s,() -> String,() -> String,"def to_s
      return value_and_sub_second_to_s unless @utc_offset
      return ""#{value_and_sub_second_to_s} UTC"" if @utc

      sign = @utc_offset >= 0 ? '+' : '-'
      min, sec = @utc_offset.abs.divmod(60)
      hour, min = min.divmod(60)

      ""#{value_and_sub_second_to_s(@utc_offset)} #{sign}#{'%02d' % hour}:#{'%02d' % min}#{sec > 0 ? ':%02d' % sec : nil}#{@utc_offset != 0 ? "" (#{value_and_sub_second_to_s} UTC)"" : nil}""
    end"
TZInfo::Timestamp,<=>,(([ kind_of?: (Class) -> XXX ] and [ sub_second: () -> XXX ] and [ utc_offset: () -> XXX ] and [ value: () -> XXX ])) -> Number,(Timestamp) -> Number,"def <=>(t)
      return nil unless t.kind_of?(Timestamp)
      return nil if utc_offset && !t.utc_offset
      return nil if !utc_offset && t.utc_offset

      result = value <=> t.value
      result = sub_second <=> t.sub_second if result == 0
      result
    end"
TZInfo::Timestamp,hash,() -> Number,() -> Number,"def hash
      [@value, @sub_second, !!@utc_offset].hash
    end"
TZInfo::Timestamp,inspect,() -> String,() -> String,"def inspect
      ""#<#{self.class}: @value=#{@value}, @sub_second=#{@sub_second}, @utc_offset=#{@utc_offset.inspect}, @utc=#{@utc.inspect}>""
    end"
TZInfo::Timestamp,new_time,"(?[ at: (XXX, XXX) -> XXX ]) -> XXX",(Class) -> %bot,"def new_time(klass = Time)
      klass.at(@value, @sub_second * 1_000_000)
    end"
TZInfo::Timestamp,new_datetime,(?[ jd: (Number) -> XXX ]) -> XXX,(Class) -> %bot,"def new_datetime(klass = DateTime)
      datetime = klass.jd(JD_EPOCH + ((@value.to_r + @sub_second) / 86400))
      @utc_offset && @utc_offset != 0 ? datetime.new_offset(Rational(@utc_offset, 86400)) : datetime
    end"
TZInfo::Timestamp,value_and_sub_second_to_s,(?Number) -> String,(Number) -> String,"def value_and_sub_second_to_s(offset = 0)
      ""#{@value + offset}#{sub_second_to_s}""
    end"
TZInfo::Timestamp,sub_second_to_s,() -> String,() -> String,"def sub_second_to_s
      if @sub_second == 0
        ''
      else
        "" #{@sub_second.numerator}/#{@sub_second.denominator}""
      end
    end"
TZInfo::Timestamp,initialize!,"((Number and [ to_r: () -> XXX ]), ?Number, ?Number) -> Number","(Number, Number, Object) -> %bot","def initialize!(value, sub_second = 0, utc_offset = nil)
      @value = value

      # Convert Rational(0,1) to 0.
      @sub_second = sub_second == 0 ? 0 : sub_second

      if utc_offset
        @utc = utc_offset == :utc
        @utc_offset = @utc ? 0 : utc_offset
      else
        @utc = @utc_offset = nil
      end
    end"
TZInfo::TimestampWithOffset,set_timezone_offset,(TZInfo::TimezoneOffset) -> TZInfo::TimestampWithOffset,(TimezoneOffset) -> TimestampWithOffset,"def set_timezone_offset(timezone_offset)
      raise ArgumentError, 'timezone_offset must be specified' unless timezone_offset
      raise ArgumentError, 'timezone_offset.observed_utc_offset does not match self.utc_offset' if utc? || utc_offset != timezone_offset.observed_utc_offset
      @timezone_offset = timezone_offset
      self
    end"
TZInfo::TimestampWithOffset,to_time,() -> String,() -> Time,"def to_time
      to = timezone_offset
      if to
        new_time(TimeWithOffset).set_timezone_offset(to)
      else
        super
      end
    end"
TZInfo::TimestampWithOffset,to_datetime,() -> String,() -> DateTime,"def to_datetime
      to = timezone_offset
      if to
        new_datetime(DateTimeWithOffset).set_timezone_offset(to)
      else
        super
      end
    end"
TZInfo::OffsetTimezonePeriod,initialize,(TZInfo::TimezoneOffset) -> self,(TimezoneOffset) -> self,"def initialize(offset)
      super
    end"
TZInfo::OffsetTimezonePeriod,start_transition,() -> TZInfo::TransitionsTimezonePeriod,() -> TimezoneTransition,"def start_transition
      nil
    end"
TZInfo::OffsetTimezonePeriod,end_transition,() -> TZInfo::TransitionsTimezonePeriod,() -> TimezoneTransition,"def end_transition
      nil
    end"
TZInfo::OffsetTimezonePeriod,==,(([ kind_of?: (Class) -> XXX ] and [ offset: () -> XXX ])) -> (false or true),(Object) -> (false or true),"def ==(p)
      p.kind_of?(OffsetTimezonePeriod) && offset == p.offset
    end"
TZInfo::OffsetTimezonePeriod,hash,() -> Number,() -> Number,"def hash
      offset.hash
    end"
TZInfo::Country,initialize,(([ code: () -> XXX ] and [ name: () -> XXX ] and [ zones: () -> XXX ])) -> self,(TZInfo::DataSources::CountryInfo) -> self,"def initialize(info)
      @info = info
    end"
TZInfo::Country,code,() -> Number,() -> String,"def code
      @info.code
    end"
TZInfo::Country,name,() -> String,() -> String,"def name
      @info.name
    end"
TZInfo::Country,to_s,() -> String,() -> String,"def to_s
      name
    end"
TZInfo::Country,inspect,() -> String,() -> String,"def inspect
      ""#<#{self.class}: #{@info.code}>""
    end"
TZInfo::Country,zone_identifiers,() -> Number,() -> Array<String>,"def zone_identifiers
      zone_info.map(&:identifier)
    end"
TZInfo::Country,zones,() -> XXX,() -> Array<Timezone>,"def zones
      zone_info.map(&:timezone)
    end"
TZInfo::Country,zone_info,() -> XXX,() -> Array<CountryTimezone>,"def zone_info
      @info.zones
    end"
TZInfo::Country,<=>,(([ code: () -> XXX ] and [ is_a?: (Class) -> XXX ])) -> Number,(Object) -> Number,"def <=>(c)
      return nil unless c.is_a?(Country)
      code <=> c.code
    end"
TZInfo::Country,eql?,(XXX) -> (false or true),(Object) -> (false or true),"def eql?(c)
      self == c
    end"
TZInfo::Country,hash,() -> Number,() -> Number,"def hash
      code.hash
    end"
TZInfo::Country,=~,([ =~: (XXX) -> XXX ]) -> XXX,(Regexp) -> Number,"def =~(regexp)
      regexp =~ code
    end"
TZInfo::Country,_dump,(TZInfo::TimezoneOffset) -> Number,(Number) -> String,"def _dump(limit)
      code
    end"
TZInfo::TimezoneTransition,initialize,"(TZInfo::TimezoneOffset, TZInfo::TimezoneOffset, Number) -> self","(TimezoneOffset, TimezoneOffset, Number) -> self","def initialize(offset, previous_offset, timestamp_value)
      @offset = offset
      @previous_offset = previous_offset
      @timestamp_value = timestamp_value
    end"
TZInfo::TimezoneTransition,at,() -> TZInfo::Timestamp,() -> Timestamp,"def at
      Timestamp.utc(@timestamp_value)
    end"
TZInfo::TimezoneTransition,local_end_at,() -> TZInfo::TimestampWithOffset,() -> TimestampWithOffset,"def local_end_at
      TimestampWithOffset.new(@timestamp_value, 0, @previous_offset.observed_utc_offset).set_timezone_offset(@previous_offset)
    end"
TZInfo::TimezoneTransition,local_start_at,() -> TZInfo::TimestampWithOffset,() -> TimestampWithOffset,"def local_start_at
      TimestampWithOffset.new(@timestamp_value, 0, @offset.observed_utc_offset).set_timezone_offset(@offset)
    end"
TZInfo::TimezoneTransition,==,(([ kind_of?: (Class) -> XXX ] and [ offset: () -> XXX ] and [ previous_offset: () -> XXX ] and [ timestamp_value: () -> XXX ])) -> (false or true),(Object) -> (false or true),"def ==(tti)
      tti.kind_of?(TimezoneTransition) &&
        offset == tti.offset && previous_offset == tti.previous_offset && timestamp_value == tti.timestamp_value
    end"
TZInfo::TimezoneTransition,hash,() -> Number,() -> Number,"def hash
      [@offset, @previous_offset, @timestamp_value].hash
    end"
TZInfo::TimeWithOffset,set_timezone_offset,((Number and [ observed_utc_offset: () -> XXX ])) -> TZInfo::TimeWithOffset,(TimezoneOffset) -> TimeWithOffset,"def set_timezone_offset(timezone_offset)
      raise ArgumentError, 'timezone_offset must be specified' unless timezone_offset
      localtime(timezone_offset.observed_utc_offset)
      @timezone_offset = timezone_offset
      self
    end"
TZInfo::TimeWithOffset,dst?,() -> (false or true),() -> (false or true),"def dst?
      to = timezone_offset
      to ? to.dst? : super
    end"
TZInfo::TimeWithOffset,gmtime,() -> TZInfo::TimeWithOffset,() -> TimeWithOffset,"def gmtime
      super
      @timezone_offset = nil
      self
    end"
TZInfo::TimeWithOffset,round,(?XXX) -> Array<XXX>,() -> Time,"def round(ndigits = 0)
      if_timezone_offset(super) {|o,t| self.class.at(t.to_i, t.subsec * 1_000_000).set_timezone_offset(o) }
    end"
TZInfo::TimeWithOffset,to_a,() -> String,() -> Array,"def to_a
      if_timezone_offset(super) do |o,a|
        a[8] = o.dst?
        a[9] = o.abbreviation
        a
      end
    end"
TZInfo::TimeWithOffset,utc,() -> TZInfo::TimeWithOffset,() -> TimeWithOffset,"def utc
      super
      @timezone_offset = nil
      self
    end"
TZInfo::TimeWithOffset,zone,() -> String,() -> String,"def zone
      to = timezone_offset
      to ? to.abbreviation : super
    end"
TZInfo::TimeWithOffset,to_datetime,() -> String,() -> DateTime,"def to_datetime
      if_timezone_offset(super) do |o,dt|
        offset = dt.offset
        result = DateTimeWithOffset.jd(dt.jd + dt.day_fraction - offset)
        result = result.new_offset(offset) unless offset == 0
        result.set_timezone_offset(o)
      end
    end"
TZInfo::StringDeduper,initialize,() -> self,() -> self,"def initialize
      @strings = create_hash do |h, k|
        v = k.dup.freeze
        h[v] = v
        end
    end"
TZInfo::StringDeduper,dedupe,(%any) -> %any,(String) -> (false or true),"def dedupe(string)
      return string if string.frozen?
      @strings[string]
    end"
TZInfo::StringDeduper,create_hash,"() { XXX } -> Hash<%any, %any>",(Proc) -> Hash,"def create_hash(&block)
      Hash.new(&block)
    end"
TZInfo::ConcurrentStringDeduper,create_hash,() { XXX } -> Concurrent::Map,() -> %bot,"def create_hash(&block)
      Concurrent::Map.new(&block)
    end"
